name,total_points,was_home,GW,strength,enemy_strength_ovr,enemy_attack_ovr,enemy_defence_ovr,bps_last5_mean,clean_sheets_last5_mean,clearances_blocks_interceptions_last5_mean,creativity_last5_mean,defensive_contribution_last5_mean,expected_goal_involvements_last5_mean,expected_goals_conceded_last5_mean,goals_conceded_last5_mean,goals_scored_last5_mean,ict_index_last5_mean,influence_last5_mean,recoveries_last5_mean,tackles_last5_mean,threat_last5_mean,yellow_cards_last5_mean
Marcus Tavernier,11,1,2,3,1070,1050,1090,19.25,0.0,2.5,18.75,9.0,0.2,2.39,2.0,0.25,6.12,24.6,4.75,1.75,17.75,0.0
Marcus Tavernier,3,0,3,3,1175,1150,1200,21.75,0.25,2.75,11.15,8.75,0.27,1.86,1.5,0.5,6.25,28.2,4.5,1.5,23.0,0.0
Marcus Tavernier,2,1,4,3,1150,1090,1210,15.0,0.5,2.5,15.05,9.0,0.32,1.1,1.25,0.25,5.67,20.6,4.5,2.0,21.0,0.0
Marcus Tavernier,3,1,5,3,1160,1170,1150,16.25,0.5,2.5,12.7,9.25,0.32,0.84,1.25,0.25,5.3,18.4,5.25,1.5,21.75,0.0
Marcus Tavernier,3,1,7,3,1090,1080,1100,13.8,0.6,2.6,12.78,8.8,0.28,0.7,1.0,0.2,4.86,17.0,4.8,1.4,18.6,0.0
Marcus Tavernier,5,0,8,3,1205,1150,1260,10.0,0.8,1.4,16.18,5.8,0.21,0.3,0.2,0.2,4.3,13.08,3.6,0.8,13.6,0.0
Marcus Tavernier,11,1,9,3,1100,1100,1100,6.2,0.6,1.2,20.52,6.8,0.25,0.81,0.6,0.0,3.9,9.84,4.0,1.6,8.4,0.0
Marcus Tavernier,2,0,10,4,1305,1230,1380,13.2,0.6,1.2,24.24,6.0,0.21,0.86,0.6,0.2,5.12,16.88,3.8,1.0,9.8,0.0
Marcus Tavernier,2,0,11,3,1185,1170,1200,13.6,0.6,1.6,22.68,5.6,0.19,1.18,1.0,0.2,5.02,17.6,3.0,1.0,9.6,0.0
Marcus Tavernier,7,1,12,3,1075,1050,1100,16.0,0.4,1.8,29.92,5.8,0.27,1.49,1.8,0.2,5.88,18.32,3.0,1.0,10.4,0.0
Marcus Tavernier,1,0,13,3,1145,1120,1170,21.2,0.2,1.8,29.42,6.2,0.52,1.58,2.2,0.4,7.2,26.28,3.0,1.4,16.2,0.0
Marcus Tavernier,5,1,15,3,1180,1140,1220,19.8,0.2,1.8,34.18,5.4,0.46,1.24,2.4,0.4,7.68,23.32,2.8,0.8,19.2,0.2
Marcus Tavernier,12,0,16,3,1205,1150,1260,15.8,0.2,3.0,27.5,8.4,0.48,1.35,2.4,0.2,6.14,17.56,4.2,1.2,16.4,0.2
Marcus Tavernier,2,1,17,3,1055,1010,1100,22.4,0.2,2.8,32.56,8.6,0.65,1.57,2.6,0.4,8.46,28.96,4.4,1.4,23.2,0.2
Marcus Tavernier,1,0,18,3,1175,1110,1240,22.2,0.2,2.0,26.26,8.2,0.58,1.3,2.0,0.4,7.62,27.0,4.8,1.4,23.0,0.2
Marcus Tavernier,3,0,19,3,1190,1160,1220,20.6,0.2,2.0,24.98,8.2,0.34,1.91,2.4,0.2,6.64,21.68,4.6,1.6,19.8,0.4
Marcus Tavernier,2,1,20,5,1300,1340,1260,19.8,0.2,2.8,15.66,9.6,0.29,2.11,2.2,0.2,5.38,21.56,5.0,1.8,16.6,0.4
Marcus Tavernier,5,1,21,3,1165,1130,1200,19.6,0.0,2.2,18.82,8.4,0.31,2.15,2.8,0.2,5.88,22.28,4.8,1.4,17.6,0.4
Marcus Tavernier,8,0,22,3,1160,1110,1210,14.6,0.0,2.2,16.92,9.0,0.17,1.74,2.4,0.0,4.1,14.28,5.4,1.4,9.8,0.4
Marshall Munetsi,2,1,1,4,1250,1210,1290,14.5,0.0,2.75,16.7,9.75,0.18,2.08,2.75,0.0,4.32,16.55,5.5,1.5,10.0,0.5
Marshall Munetsi,2,0,2,3,1220,1240,1200,12.25,0.0,2.5,12.77,9.5,0.17,1.78,2.75,0.0,3.35,14.1,5.75,1.25,6.5,0.25
Marshall Munetsi,5,1,3,3,1100,1110,1090,12.5,0.0,2.0,12.22,8.0,0.17,1.53,2.5,0.0,3.17,12.35,5.0,1.0,7.25,0.0
Marshall Munetsi,4,0,6,3,1175,1150,1200,13.0,0.0,1.25,14.02,6.0,0.1,1.73,2.5,0.0,3.32,14.6,3.25,1.5,4.75,0.0
Marshall Munetsi,5,1,7,3,1150,1090,1210,11.25,0.0,3.5,9.12,7.0,0.07,1.64,2.25,0.0,3.05,15.9,1.5,2.0,5.5,0.0
Marshall Munetsi,4,0,8,3,1145,1120,1170,12.8,0.0,3.4,7.42,7.0,0.08,1.54,2.0,0.0,3.02,14.96,1.6,2.0,7.8,0.0
Marshall Munetsi,8,1,9,3,1055,1010,1100,13.6,0.0,4.8,9.14,8.2,0.13,1.18,1.6,0.0,3.86,17.0,1.2,2.2,12.4,0.0
Marshall Munetsi,4,0,10,3,1130,1140,1120,17.6,0.0,4.8,9.14,8.4,0.24,1.13,1.8,0.2,5.64,24.64,1.2,2.4,22.4,0.0
Marshall Munetsi,2,1,12,3,1165,1150,1180,17.8,0.0,6.2,4.52,10.6,0.23,1.02,1.8,0.2,5.1,23.24,1.8,2.6,23.0,0.0
Martin Ødegaard,5,0,1,3,1205,1150,1260,19.25,0.0,5.0,4.82,9.75,0.27,1.06,2.0,0.25,5.5,22.15,2.25,2.5,27.75,0.0
Martin Ødegaard,1,1,2,3,1095,1080,1110,18.5,0.25,5.75,9.75,11.5,0.34,1.16,1.75,0.25,6.15,23.8,3.5,2.25,27.75,0.0
Martin Ødegaard,1,1,4,3,1100,1100,1100,16.25,0.25,4.0,7.07,9.0,0.29,1.04,1.25,0.25,4.77,19.55,3.25,1.75,21.0,0.0
Martin Ødegaard,1,1,7,3,1075,1050,1100,10.25,0.25,3.25,8.07,7.25,0.13,0.77,0.75,0.0,2.45,8.95,2.75,1.25,7.5,0.0
Martin Ødegaard,3,1,14,3,1135,1100,1170,7.0,0.25,1.5,11.6,4.25,0.17,0.51,0.0,0.0,2.22,5.65,2.0,0.75,5.0,0.0
Martin Ødegaard,2,0,15,3,1185,1170,1200,8.6,0.4,1.4,19.28,4.8,0.16,0.48,0.0,0.0,3.26,8.12,2.4,1.0,5.2,0.0
Martin Ødegaard,3,0,17,3,1130,1130,1130,9.6,0.2,0.4,22.46,4.0,0.14,0.6,0.4,0.0,3.94,9.72,2.4,1.2,7.2,0.0
Martin Ødegaard,10,1,18,3,1150,1090,1210,11.0,0.4,0.4,32.94,3.8,0.15,0.61,0.4,0.0,5.22,11.8,2.4,1.0,7.4,0.0
Martin Ødegaard,5,1,19,3,1145,1150,1140,17.8,0.4,0.6,44.76,5.4,0.2,0.78,0.6,0.2,7.78,22.68,3.4,1.4,10.2,0.0
Martin Ødegaard,7,0,20,3,1220,1240,1200,22.8,0.4,1.0,50.54,7.2,0.33,1.25,0.8,0.2,9.76,28.6,4.6,1.6,18.4,0.0
Martin Ødegaard,3,1,21,4,1230,1170,1290,25.0,0.2,0.8,45.58,7.2,0.35,1.46,1.2,0.2,9.34,29.96,4.6,1.8,17.8,0.0
Martin Ødegaard,1,0,22,3,1130,1110,1150,23.2,0.4,0.8,41.28,5.6,0.3,1.09,0.8,0.2,8.02,25.64,3.4,1.4,13.2,0.0
Martin Ødegaard,4,1,23,3,1135,1100,1170,21.6,0.2,1.0,32.36,5.8,0.36,1.1,0.8,0.2,6.9,24.16,3.4,1.4,12.4,0.0
Martín Zubimendi Ibáñez,5,0,1,3,1205,1150,1260,17.75,0.25,1.0,24.38,5.25,0.39,1.16,0.75,0.0,5.3,16.6,3.0,1.25,12.0,0.0
Martín Zubimendi Ibáñez,3,1,2,3,1095,1080,1110,14.25,0.5,1.5,13.5,5.75,0.17,0.87,0.5,0.0,2.82,12.4,2.75,1.5,2.25,0.0
Martín Zubimendi Ibáñez,1,0,3,4,1265,1210,1320,10.75,0.75,1.75,8.93,6.0,0.14,0.56,0.0,0.0,1.85,7.8,3.0,1.25,1.75,0.0
Martín Zubimendi Ibáñez,16,1,4,3,1100,1100,1100,8.75,0.5,1.75,5.9,7.25,0.14,0.61,0.25,0.0,1.5,7.1,4.0,1.5,2.0,0.25
Martín Zubimendi Ibáñez,2,1,5,4,1250,1210,1290,20.75,0.75,1.75,6.48,7.25,0.07,0.6,0.25,0.5,3.77,23.1,4.0,1.5,8.25,0.25
Martín Zubimendi Ibáñez,2,0,6,3,1220,1180,1260,19.2,0.6,1.8,8.98,6.8,0.08,0.66,0.4,0.4,3.82,20.2,3.8,1.2,9.0,0.2
Martín Zubimendi Ibáñez,3,0,8,3,1130,1140,1120,21.0,0.4,1.8,14.98,6.2,0.18,0.46,0.6,0.4,4.42,20.56,3.2,1.2,8.6,0.2
Martín Zubimendi Ibáñez,5,1,9,3,1165,1150,1180,21.0,0.4,2.0,16.72,5.6,0.18,0.52,0.6,0.4,4.72,21.52,2.6,1.0,8.8,0.2
Martín Zubimendi Ibáñez,3,0,10,3,1095,1090,1100,23.2,0.6,3.6,19.3,7.2,0.18,0.51,0.4,0.4,5.22,24.88,2.4,1.2,7.8,0.0
Martín Zubimendi Ibáñez,5,0,11,3,1145,1120,1170,14.8,0.6,3.8,19.36,7.4,0.14,0.54,0.4,0.0,3.5,12.68,2.2,1.4,2.8,0.0
Martín Zubimendi Ibáñez,2,1,12,3,1165,1130,1200,17.6,0.6,4.2,21.12,8.6,0.2,0.45,0.6,0.0,4.5,18.2,2.4,2.0,5.6,0.2
Martín Zubimendi Ibáñez,0,0,13,3,1190,1160,1220,15.2,0.6,4.4,18.08,8.8,0.11,0.36,0.6,0.0,4.06,16.4,2.6,1.8,6.0,0.2
Martín Zubimendi Ibáñez,3,1,14,3,1135,1100,1170,13.0,0.4,4.2,17.24,8.6,0.1,0.37,0.8,0.0,3.76,14.6,2.8,1.6,5.6,0.4
Martín Zubimendi Ibáñez,2,0,15,3,1185,1170,1200,13.6,0.4,2.8,14.96,7.4,0.1,0.35,0.8,0.0,3.34,12.68,3.2,1.4,5.6,0.4
Martín Zubimendi Ibáñez,1,1,16,3,1070,1050,1090,14.4,0.2,3.8,12.56,8.4,0.1,0.71,1.2,0.0,3.22,13.8,3.2,1.4,5.6,0.4
Martín Zubimendi Ibáñez,3,0,17,3,1130,1130,1130,10.2,0.2,3.4,10.38,7.0,0.03,0.68,0.8,0.0,1.86,7.64,2.8,0.8,0.4,0.2
Martín Zubimendi Ibáñez,2,1,18,3,1150,1090,1210,10.4,0.4,3.6,8.52,6.8,0.05,0.7,0.6,0.0,1.82,7.64,2.6,0.6,2.0,0.2
Martín Zubimendi Ibáñez,8,1,19,3,1145,1150,1140,14.2,0.4,4.6,9.62,8.0,0.14,0.77,0.6,0.0,2.92,12.96,2.6,0.8,6.6,0.0
Martín Zubimendi Ibáñez,3,0,20,3,1220,1240,1200,18.0,0.2,4.6,13.78,7.4,0.3,1.23,0.8,0.2,4.74,20.28,1.8,1.0,13.4,0.0
Martín Zubimendi Ibáñez,5,1,21,4,1230,1170,1290,19.0,0.2,4.2,16.7,10.0,0.31,1.09,0.8,0.2,5.2,21.92,4.2,1.6,13.4,0.2
Martín Zubimendi Ibáñez,3,0,22,3,1130,1110,1150,21.0,0.4,4.2,14.08,11.6,0.33,1.1,0.8,0.2,5.24,24.4,4.8,2.6,13.8,0.2
Martín Zubimendi Ibáñez,1,1,23,3,1135,1100,1170,21.0,0.4,4.0,12.9,11.2,0.3,1.12,0.8,0.2,5.04,25.2,4.6,2.6,12.2,0.2
Martín Zubimendi Ibáñez,10,0,24,3,1145,1100,1190,18.6,0.4,3.6,9.88,10.4,0.26,1.04,1.0,0.2,4.7,21.44,4.2,2.6,15.6,0.2
Mason Mount,2,1,1,5,1300,1340,1260,14.0,0.5,4.0,6.12,11.5,0.13,0.63,1.0,0.0,3.28,15.5,4.75,2.75,11.0,0.25
Mason Mount,3,0,2,3,1130,1140,1120,11.5,0.5,2.75,8.05,7.0,0.18,0.55,0.75,0.0,3.55,11.9,2.25,2.0,15.5,0.0
Mason Mount,1,1,3,3,1055,1010,1100,10.0,0.5,2.25,14.23,4.75,0.2,0.72,0.75,0.0,3.97,9.05,1.25,1.25,16.5,0.0
Mason Mount,10,1,7,3,1100,1100,1100,8.25,0.25,1.0,17.68,4.75,0.24,0.7,0.75,0.0,4.25,7.1,2.25,1.5,17.75,0.0
Mason Mount,3,0,8,4,1265,1210,1320,13.5,0.5,0.25,20.65,4.25,0.21,0.68,0.25,0.25,4.8,13.8,2.75,1.25,13.5,0.0
Mason Mount,8,0,13,3,1205,1150,1260,11.8,0.6,0.4,16.76,3.8,0.2,0.75,0.2,0.2,4.14,11.52,2.2,1.2,13.0,0.0
Mason Mount,7,0,15,3,1085,1050,1120,16.2,0.6,0.6,15.0,4.8,0.17,0.89,0.2,0.4,4.56,18.36,3.0,1.2,12.0,0.0
Mason Mount,2,1,16,3,1150,1100,1200,18.6,0.4,0.6,10.66,5.0,0.27,0.75,0.4,0.6,5.0,23.52,3.6,0.8,15.6,0.0
Mason Mount,2,0,17,3,1185,1170,1200,19.6,0.4,0.8,12.08,4.4,0.27,0.99,1.0,0.6,5.54,24.16,3.2,0.4,18.8,0.0
Mason Mount,1,1,18,3,1160,1170,1150,15.2,0.2,0.8,12.54,5.4,0.27,1.22,1.4,0.4,4.74,18.08,3.6,1.0,16.6,0.0
Mateus Gonçalo Espanha Fernandes,3,0,3,3,1130,1110,1150,17.75,0.0,0.75,15.38,6.25,0.3,1.27,1.75,0.5,5.55,22.0,4.5,1.0,18.0,0.0
Mateus Gonçalo Espanha Fernandes,2,1,4,3,1165,1130,1200,13.75,0.25,0.75,17.9,7.0,0.3,0.99,1.5,0.25,4.8,14.45,4.75,1.5,15.75,0.0
Mateus Gonçalo Espanha Fernandes,2,1,5,3,1165,1150,1180,10.75,0.25,0.75,23.28,6.75,0.16,1.06,1.75,0.0,4.2,8.0,4.0,2.0,10.75,0.0
Mateus Gonçalo Espanha Fernandes,2,0,6,3,1130,1130,1130,10.75,0.25,1.25,18.88,7.0,0.12,1.26,1.5,0.0,3.17,8.1,3.75,2.0,5.0,0.0
Mateus Gonçalo Espanha Fernandes,4,0,7,5,1375,1400,1350,11.0,0.25,1.25,15.98,5.75,0.1,1.06,1.25,0.0,2.6,7.45,2.75,1.75,2.75,0.0
Mateus Gonçalo Espanha Fernandes,1,1,8,3,1135,1100,1170,11.6,0.2,1.2,13.2,7.0,0.08,1.4,1.4,0.0,2.48,9.44,3.0,2.8,2.2,0.0
Mateus Gonçalo Espanha Fernandes,7,1,10,3,1160,1170,1150,9.6,0.0,1.4,8.38,5.8,0.07,1.55,1.6,0.0,1.92,9.04,2.0,2.4,1.8,0.0
Mateus Gonçalo Espanha Fernandes,1,1,11,3,1055,1010,1100,12.8,0.0,1.8,10.86,6.8,0.1,1.52,1.4,0.0,2.68,13.92,2.6,2.4,2.0,0.0
Mateus Gonçalo Espanha Fernandes,4,0,12,3,1220,1240,1200,14.2,0.0,2.2,18.32,8.0,0.16,1.29,1.4,0.0,3.8,17.08,2.8,3.0,2.4,0.2
Mateus Gonçalo Espanha Fernandes,2,1,13,4,1230,1170,1290,15.0,0.0,3.2,17.58,10.0,0.13,1.49,1.4,0.0,3.98,20.08,4.0,2.8,1.8,0.2
Mateus Gonçalo Espanha Fernandes,4,0,14,3,1205,1150,1260,15.8,0.0,3.2,26.04,8.8,0.17,1.19,1.4,0.0,4.82,19.64,3.8,1.8,2.2,0.2
Mateus Gonçalo Espanha Fernandes,5,0,15,3,1160,1110,1210,18.6,0.0,3.2,30.4,10.2,0.19,1.21,1.4,0.0,5.46,21.16,5.0,2.0,2.6,0.2
Mateus Gonçalo Espanha Fernandes,9,1,16,3,1145,1150,1140,19.4,0.2,4.6,25.62,13.2,0.14,1.38,1.2,0.0,5.06,23.12,5.4,3.2,1.6,0.2
Mateus Gonçalo Espanha Fernandes,2,0,17,4,1305,1230,1380,20.8,0.2,3.8,19.06,13.6,0.11,1.31,1.4,0.2,4.82,24.24,7.0,2.8,4.8,0.0
Mateus Gonçalo Espanha Fernandes,2,1,18,3,1090,1080,1100,22.0,0.2,3.2,19.54,12.4,0.14,1.28,1.8,0.2,4.64,21.8,6.4,2.8,5.0,0.0
Mateus Gonçalo Espanha Fernandes,3,1,19,3,1150,1090,1210,22.4,0.2,3.4,14.42,13.4,0.12,1.35,1.6,0.2,4.26,23.24,6.8,3.2,5.0,0.0
Mateus Gonçalo Espanha Fernandes,2,0,20,3,1085,1050,1120,22.8,0.2,3.4,12.62,14.4,0.09,1.63,1.8,0.2,3.94,22.68,7.2,3.8,4.2,0.2
Mateus Gonçalo Espanha Fernandes,2,1,21,3,1100,1100,1100,20.0,0.0,1.8,20.06,11.0,0.15,1.74,2.4,0.2,4.22,17.56,6.8,2.4,4.6,0.2
Mateus Gonçalo Espanha Fernandes,9,0,22,3,1175,1150,1200,18.4,0.0,2.0,19.48,10.6,0.13,1.72,2.0,0.0,3.4,13.32,5.8,2.8,1.2,0.2
Mateus Gonçalo Espanha Fernandes,8,1,23,3,1100,1100,1100,20.8,0.0,3.0,23.3,12.6,0.1,1.69,1.6,0.0,4.44,20.16,6.2,3.4,1.0,0.2
Mateus Gonçalo Espanha Fernandes,4,0,24,3,1190,1160,1220,23.6,0.0,2.6,20.4,12.2,0.1,1.5,1.6,0.2,4.7,24.12,6.0,3.6,2.4,0.4
Matheus Nunes,2,0,3,3,1160,1110,1210,24.25,0.0,2.75,21.72,11.0,0.12,1.14,1.5,0.25,5.15,26.7,5.0,3.25,3.0,0.25
Matheus Nunes,12,1,6,3,1055,1010,1100,22.0,0.0,4.0,9.55,11.0,0.05,0.97,1.0,0.25,3.77,25.6,5.25,3.0,2.5,0.25
Matheus Nunes,5,0,7,3,1175,1110,1240,26.0,0.0,4.5,11.15,9.25,0.09,0.92,1.0,0.5,5.5,36.05,4.5,2.25,7.75,0.25
Matheus Nunes,7,1,8,3,1100,1110,1090,25.0,0.25,3.25,7.67,5.75,0.1,0.78,0.75,0.5,4.52,29.8,4.0,1.5,7.75,0.5
Matheus Nunes,2,0,9,3,1185,1170,1200,24.5,0.5,4.0,15.5,5.0,0.12,0.81,0.5,0.25,4.57,24.5,5.0,1.0,5.75,0.25
Matheus Nunes,2,1,10,3,1150,1100,1200,22.8,0.4,4.2,14.08,5.4,0.11,0.81,0.6,0.2,4.2,23.04,5.0,1.2,4.8,0.2
Matheus Nunes,13,1,11,4,1230,1170,1290,24.2,0.4,3.6,13.66,5.0,0.11,0.72,0.6,0.2,4.22,23.2,5.8,1.4,5.2,0.2
Matheus Nunes,1,0,12,3,1220,1180,1260,25.6,0.6,4.6,13.56,6.4,0.07,0.78,0.4,0.0,3.5,20.36,6.0,1.8,0.8,0.2
Matheus Nunes,3,1,13,3,1095,1080,1110,22.6,0.4,5.6,15.46,7.4,0.07,1.06,0.8,0.0,3.82,21.24,6.8,1.8,1.2,0.0
Matheus Nunes,2,0,14,3,1130,1140,1120,17.6,0.2,5.8,11.6,7.0,0.09,1.2,1.2,0.0,3.54,21.72,6.6,1.2,1.8,0.2
Matheus Nunes,6,1,15,3,1100,1100,1100,15.4,0.2,6.2,13.58,7.8,0.09,1.22,1.8,0.0,3.88,22.96,6.2,1.6,2.0,0.2
Matheus Nunes,11,0,16,3,1205,1150,1260,19.0,0.4,6.6,14.5,8.2,0.1,1.22,1.6,0.0,4.2,24.96,6.0,1.6,2.4,0.2
Matheus Nunes,8,1,17,3,1075,1050,1100,20.0,0.4,6.0,16.6,7.6,0.12,1.46,1.6,0.0,4.42,25.12,6.0,1.6,2.4,0.2
Matheus Nunes,4,0,18,3,1130,1110,1150,24.6,0.6,4.8,15.4,7.4,0.12,1.2,1.2,0.0,4.56,26.84,5.6,2.6,3.2,0.2
Matheus Nunes,11,0,19,3,1145,1120,1170,27.2,0.6,5.2,16.58,8.8,0.08,1.01,1.0,0.0,4.8,28.04,5.4,3.6,3.2,0.0
Matheus Nunes,1,1,20,3,1180,1140,1220,33.4,0.8,5.0,17.48,8.8,0.07,0.99,0.2,0.0,5.06,29.76,7.2,3.8,3.2,0.0
Matheus Nunes,2,1,21,3,1150,1090,1210,29.8,0.6,4.2,17.26,8.8,0.07,1.19,0.4,0.0,4.84,28.52,6.0,4.6,2.4,0.2
Matheus Nunes,11,1,23,3,1070,1050,1090,22.6,0.4,3.6,13.4,8.0,0.05,1.05,0.6,0.0,3.92,22.72,5.8,4.4,2.8,0.2
Matheus Nunes,1,0,24,3,1175,1150,1200,23.0,0.4,3.6,14.94,7.0,0.07,0.97,0.6,0.0,3.92,22.04,5.0,3.4,2.0,0.4
Matheus Santos Carneiro da Cunha,2,1,1,5,1300,1340,1260,23.75,0.5,3.0,13.12,6.0,0.06,1.08,0.5,0.0,3.5,20.2,4.75,3.0,1.5,0.5
Matheus Santos Carneiro da Cunha,2,0,2,3,1130,1140,1120,18.75,0.25,1.5,10.75,4.0,0.16,1.2,0.75,0.0,4.1,16.65,2.25,2.0,13.5,0.5
Matheus Santos Carneiro da Cunha,1,1,3,3,1055,1010,1100,16.5,0.25,1.5,12.8,3.5,0.26,1.21,0.75,0.0,4.7,15.0,2.25,1.0,19.0,0.25
Matheus Santos Carneiro da Cunha,2,0,6,3,1175,1110,1240,16.0,0.25,0.75,15.7,2.75,0.3,0.92,0.5,0.0,5.12,14.65,1.75,0.75,20.75,0.25
Matheus Santos Carneiro da Cunha,2,0,8,4,1265,1210,1320,9.5,0.0,0.5,15.52,4.0,0.36,1.27,1.25,0.0,5.02,11.25,2.5,1.0,23.25,0.0
Matheus Santos Carneiro da Cunha,8,1,9,3,1150,1090,1210,9.0,0.0,1.0,13.26,5.0,0.31,1.57,1.2,0.0,4.42,10.24,3.2,0.8,20.6,0.0
Matheus Santos Carneiro da Cunha,4,0,10,3,1130,1110,1150,14.0,0.0,1.4,15.94,6.0,0.3,1.47,1.2,0.2,4.72,16.92,3.4,1.2,14.2,0.0
Matheus Santos Carneiro da Cunha,3,0,11,3,1175,1150,1200,18.4,0.0,2.2,22.06,7.8,0.24,1.5,1.4,0.2,5.46,20.12,4.4,1.2,12.4,0.0
Matheus Santos Carneiro da Cunha,3,1,14,3,1075,1050,1100,17.4,0.2,2.2,19.82,8.4,0.22,1.6,1.4,0.2,5.12,18.76,5.0,1.2,12.8,0.0
Matheus Santos Carneiro da Cunha,5,0,15,3,1085,1050,1120,16.2,0.4,2.0,16.72,7.4,0.2,1.28,0.8,0.2,4.84,16.48,4.6,0.8,15.4,0.0
Matheus Santos Carneiro da Cunha,8,1,16,3,1150,1100,1200,20.0,0.4,1.6,21.66,7.0,0.41,0.81,0.8,0.2,6.86,22.4,3.8,1.6,24.6,0.0
Matheus Santos Carneiro da Cunha,9,0,17,3,1185,1170,1200,19.4,0.4,1.4,23.74,7.4,0.53,1.03,1.4,0.2,8.02,22.88,4.6,1.4,33.6,0.0
Matheus Santos Carneiro da Cunha,2,1,18,3,1160,1170,1150,20.8,0.4,0.4,22.14,6.6,0.71,0.96,1.4,0.4,8.9,26.8,4.6,1.6,40.0,0.0
Matheus Santos Carneiro da Cunha,2,1,19,3,1070,1050,1090,21.4,0.4,1.0,24.02,7.6,0.73,1.09,1.4,0.4,9.56,28.28,5.0,1.6,43.0,0.2
Matheus Santos Carneiro da Cunha,9,0,20,3,1145,1100,1190,22.4,0.2,1.0,24.74,7.8,0.7,1.24,1.6,0.4,9.3,28.44,5.0,1.8,39.6,0.2
Matheus Santos Carneiro da Cunha,2,0,21,3,1095,1090,1100,22.6,0.2,1.6,21.98,8.0,0.5,1.34,1.6,0.6,8.62,29.72,5.4,1.0,34.4,0.2
Matheus Santos Carneiro da Cunha,9,1,24,3,1090,1080,1100,18.0,0.2,1.6,17.72,6.8,0.37,1.0,1.2,0.4,6.7,20.76,4.6,0.6,28.4,0.2
Mathias Jensen,2,0,1,3,1130,1110,1150,14.0,0.25,2.0,12.77,6.25,0.21,0.86,1.0,0.25,5.2,14.9,4.0,0.25,24.25,0.25
Mathias Jensen,2,1,4,3,1180,1140,1220,15.25,0.0,1.75,15.8,5.25,0.21,1.03,1.75,0.25,5.07,15.3,2.75,0.75,19.75,0.0
Mathias Jensen,2,1,13,3,1055,1010,1100,17.25,0.0,2.75,19.65,6.75,0.19,0.94,1.75,0.25,5.65,18.6,2.75,1.25,18.25,0.0
Mathias Jensen,2,0,14,5,1375,1400,1350,13.0,0.0,1.75,16.95,6.25,0.15,0.94,1.75,0.0,3.75,9.15,3.0,1.5,11.25,0.0
Mathias Jensen,3,1,16,3,1095,1080,1110,9.75,0.0,2.5,17.07,6.5,0.06,1.04,1.5,0.0,2.9,8.95,2.25,1.75,3.0,0.0
Mathias Jensen,3,0,17,3,1085,1050,1120,10.8,0.2,2.0,14.72,6.2,0.07,1.04,1.2,0.0,2.54,7.76,2.6,1.6,3.0,0.0
Mathias Jensen,1,1,18,3,1150,1100,1200,11.0,0.4,2.0,12.06,6.2,0.19,0.73,0.6,0.0,2.18,7.52,2.8,1.4,2.2,0.0
Mathias Jensen,3,0,20,3,1130,1130,1130,10.0,0.4,1.4,8.34,5.8,0.19,1.07,0.6,0.0,1.8,6.36,3.0,1.4,3.4,0.2
Mathias Jensen,3,1,21,3,1100,1100,1100,10.2,0.6,1.6,14.36,5.8,0.32,0.99,0.4,0.0,2.44,6.88,3.0,1.2,3.4,0.2
Mathias Jensen,2,0,22,3,1190,1160,1220,11.6,0.8,0.8,15.82,5.4,0.37,1.2,0.2,0.0,2.84,6.28,3.4,1.2,6.4,0.2
Mathias Jensen,2,1,23,3,1100,1100,1100,12.0,0.6,1.0,22.92,6.0,0.5,1.3,0.6,0.0,4.22,8.48,3.6,1.4,10.8,0.2
Mathias Jensen,3,0,24,3,1185,1170,1200,14.2,0.4,1.0,31.46,6.6,0.47,1.4,1.0,0.0,5.36,10.6,4.2,1.4,11.6,0.2
Mathys Tel,3,0,4,3,1075,1050,1100,14.75,0.5,1.0,38.4,6.25,0.58,1.14,1.0,0.0,6.2,11.1,4.25,1.0,12.5,0.0
Mathys Tel,9,0,7,3,1145,1100,1190,13.75,0.5,0.75,30.55,5.0,0.42,1.15,1.0,0.0,5.42,9.55,3.25,1.0,14.0,0.0
Mathys Tel,1,1,8,3,1145,1150,1140,18.5,0.25,1.25,24.98,5.5,0.38,1.1,1.25,0.25,5.72,16.6,3.5,0.75,15.5,0.0
Mathys Tel,2,1,20,3,1100,1100,1100,13.75,0.25,1.0,14.97,4.75,0.21,0.73,1.0,0.25,3.92,13.1,3.25,0.5,11.25,0.0
Mathys Tel,10,0,21,3,1220,1240,1200,10.0,0.25,1.0,3.1,5.25,0.07,0.65,0.75,0.25,2.6,9.9,3.75,0.5,13.0,0.0
Mathys Tel,2,1,22,3,1075,1050,1100,16.4,0.2,0.8,12.12,5.8,0.09,0.78,1.2,0.4,4.58,17.84,4.2,0.8,15.8,0.0
Mats Wieffer,4,1,1,3,1090,1080,1100,18.75,0.0,1.0,14.4,7.0,0.11,0.82,1.5,0.5,5.42,22.1,5.0,1.0,17.75,0.0
Mats Wieffer,3,0,2,3,1130,1130,1130,16.0,0.0,2.5,14.77,10.25,0.09,0.66,1.5,0.25,5.25,20.0,5.5,2.25,17.75,0.0
Mats Wieffer,1,0,7,3,1085,1050,1120,19.75,0.0,3.25,15.17,12.25,0.09,0.93,1.75,0.25,5.6,25.0,5.25,3.75,15.75,0.25
Mats Wieffer,7,1,8,3,1160,1170,1150,20.0,0.0,3.75,20.0,11.5,0.12,0.94,1.75,0.25,6.0,25.45,4.25,3.5,14.5,0.5
